Age,Gender,Weight (kg),BMI,Avg_BPM,Session_Duration (hours),Calories_Burned,source,Exercise_Intensity,Weather_Conditions,Max_BPM_calc,HR_Intensity_Ratio,HR_Duration,Intensity_Duration,Weight_Duration,BMI_Duration,log_Calories
41,1,101.1,30.19,162,0.79,634.0,0,5.0,1,179,0.9050279329608939,127.98,3.95,79.869,23.8501,6.453624998892692
55,1,118.6,40.09,168,0.77,640.0,0,5.0,1,165,1.018181818181818,129.36,3.85,91.322,30.869300000000003,6.46302945692067
52,1,84.8,24.78,152,1.19,895.0,0,5.0,1,168,0.9047619047619048,180.88,5.949999999999999,100.91199999999999,29.4882,6.79794041297493
47,1,80.0,25.54,149,0.72,531.0,0,5.0,1,173,0.861271676300578,107.28,3.5999999999999996,57.599999999999994,18.3888,6.2766434893416445
48,1,73.1,21.83,131,1.05,681.0,0,5.0,1,172,0.7616279069767442,137.55,5.25,76.755,22.921499999999998,6.525029657843462
22,1,117.3,41.56,134,1.24,914.0,0,5.0,1,198,0.6767676767676768,166.16,6.2,145.452,51.534400000000005,6.818924065275521
31,0,77.4,26.47,137,1.26,863.0,0,5.0,1,189,0.7248677248677249,172.62,6.3,97.524,33.352199999999996,6.761572768804055
28,0,72.9,26.14,147,1.13,831.0,0,5.0,1,192,0.765625,166.10999999999999,5.6499999999999995,82.377,29.538199999999996,6.723832440821209
26,0,71.2,31.64,142,1.15,816.0,0,5.0,1,194,0.7319587628865979,163.29999999999998,5.75,81.88,36.385999999999996,6.705639094860003
51,1,88.2,33.61,133,1.56,1027.0,0,5.0,1,169,0.7869822485207101,207.48000000000002,7.800000000000001,137.592,52.4316,6.93537044601511
29,0,75.6,23.33,149,1.31,976.0,0,5.0,1,191,0.7801047120418848,195.19,6.550000000000001,99.036,30.5623,6.884486652042782
52,0,57.9,23.79,152,1.66,1135.0,0,5.0,1,168,0.9047619047619048,252.32,8.299999999999999,96.11399999999999,39.4914,7.035268599281097
52,0,70.6,28.28,164,1.02,753.0,0,5.0,1,168,0.9761904761904762,167.28,5.1,72.012,28.8456,6.625392368007956
18,1,118.6,44.1,134,0.94,693.0,0,5.0,1,202,0.6633663366336634,125.96,4.699999999999999,111.484,41.454,6.542471960506805
57,1,55.7,14.07,126,1.13,705.0,0,5.0,1,163,0.7730061349693251,142.38,5.6499999999999995,62.940999999999995,15.899099999999999,6.559615237493242
39,1,102.3,27.18,134,0.89,656.0,0,5.0,1,181,0.7403314917127072,119.26,4.45,91.047,24.1902,6.48768401848461
46,1,72.6,20.76,161,1.31,1044.0,0,5.0,1,174,0.9252873563218391,210.91,6.550000000000001,95.106,27.195600000000002,6.951772164398911
25,0,63.8,22.6,165,0.95,784.0,0,5.0,1,195,0.8461538461538461,156.75,4.75,60.60999999999999,21.47,6.665683717782408
28,0,67.3,24.13,157,0.61,479.0,0,5.0,1,192,0.8177083333333334,95.77,3.05,41.053,14.719299999999999,6.173786103901937
58,0,59.3,23.75,165,1.97,1463.0,0,5.0,1,162,1.0185185185185186,325.05,9.85,116.821,46.7875,7.288927694521257
54,0,70.7,28.68,163,1.14,836.0,0,5.0,1,166,0.9819277108433735,185.82,5.699999999999999,80.598,32.6952,6.729824070489475
31,1,86.9,30.43,130,1.72,1230.0,0,5.0,1,189,0.6878306878306878,223.6,8.6,149.46800000000002,52.3396,7.115582126184454
47,1,98.2,27.2,148,0.76,557.0,0,5.0,1,173,0.8554913294797688,112.48,3.8,74.632,20.672,6.324358962381311
52,1,63.6,24.23,150,1.3,965.0,0,5.0,1,168,0.8928571428571429,195.0,6.5,82.68,31.499000000000002,6.873163834212518
38,0,45.2,16.01,144,1.01,727.0,0,5.0,1,182,0.7912087912087912,145.44,5.05,45.652,16.1701,6.590301048196686
54,1,117.2,44.66,143,1.04,736.0,0,5.0,1,166,0.8614457831325302,148.72,5.2,121.888,46.4464,6.602587892189336
22,1,107.4,35.47,138,1.34,1017.0,0,5.0,1,198,0.696969696969697,184.92000000000002,6.7,143.91600000000003,47.5298,6.925595197110468
36,0,59.1,18.65,121,0.85,514.0,0,5.0,1,184,0.657608695652174,102.85,4.25,50.235,15.8525,6.244166900663736
31,0,53.3,19.82,141,0.57,402.0,0,5.0,1,189,0.746031746031746,80.36999999999999,2.8499999999999996,30.380999999999997,11.2974,5.998936561946683
43,1,46.2,17.39,139,1.18,812.0,0,5.0,1,177,0.7853107344632768,164.01999999999998,5.8999999999999995,54.516,20.5202,6.70073110954781
21,1,67.0,25.85,152,1.32,1104.0,0,5.0,1,199,0.7638190954773869,200.64000000000001,6.6000000000000005,88.44,34.12200000000001,7.007600613951853
42,1,86.3,27.55,127,1.77,1113.0,0,5.0,1,178,0.7134831460674157,224.79,8.85,152.751,48.7635,7.01571242048723
59,1,85.5,30.66,144,1.99,1418.0,0,5.0,1,161,0.8944099378881988,286.56,9.95,170.145,61.0134,7.257707677160043
42,1,70.2,20.07,165,1.38,1127.0,0,5.0,1,178,0.9269662921348315,227.7,6.8999999999999995,96.87599999999999,27.696599999999997,7.028201432058005
35,1,127.1,48.43,128,1.02,718.0,0,5.0,1,185,0.6918918918918919,130.56,5.1,129.642,49.3986,6.577861357721047
57,0,75.6,27.11,153,1.05,723.0,0,5.0,1,163,0.9386503067484663,160.65,5.25,79.38,28.465500000000002,6.584791392385716
25,0,62.6,22.99,142,1.2,852.0,0,5.0,1,195,0.7282051282051282,170.4,6.0,75.12,27.587999999999997,6.748759547491679
56,0,55.7,23.79,124,1.91,1066.0,0,5.0,1,164,0.7560975609756098,236.84,9.549999999999999,106.387,45.4389,6.9726062513017535
57,1,96.1,31.74,144,1.21,862.0,0,5.0,1,163,0.8834355828220859,174.24,6.05,116.28099999999999,38.4054,6.760414691083428
31,0,76.7,29.23,127,1.39,883.0,0,5.0,1,189,0.671957671957672,176.53,6.949999999999999,106.613,40.6297,6.784457062637643
49,1,57.2,16.01,135,1.14,762.0,0,5.0,1,171,0.7894736842105263,153.89999999999998,5.699999999999999,65.208,18.2514,6.637258031284457
55,1,69.9,21.34,167,1.2,992.0,0,5.0,1,165,1.0121212121212122,200.4,6.0,83.88000000000001,25.608,6.900730664045173
50,0,67.9,21.67,164,1.03,760.0,0,5.0,1,170,0.9647058823529412,168.92000000000002,5.15,69.93700000000001,22.320100000000004,6.634633357861686
40,1,87.9,25.14,134,1.96,1445.0,0,5.0,1,180,0.7444444444444445,262.64,9.8,172.28400000000002,49.2744,7.27655640271871
32,1,102.8,26.22,120,1.24,818.0,0,5.0,1,188,0.6382978723404256,148.8,6.2,127.472,32.5128,6.70808408385307
50,0,51.8,23.02,141,1.32,838.0,0,5.0,1,170,0.8294117647058824,186.12,6.6000000000000005,68.376,30.386400000000002,6.732210706467206
42,0,57.7,23.41,122,1.83,1005.0,0,5.0,1,178,0.6853932584269663,223.26000000000002,9.15,105.59100000000001,42.8403,6.913737350659685
34,0,66.5,23.28,157,0.81,636.0,0,5.0,1,186,0.8440860215053764,127.17,4.050000000000001,53.865,18.856800000000003,6.456769655572163
50,1,95.4,36.8,133,1.16,764.0,0,5.0,1,170,0.7823529411764706,154.28,5.8,110.664,42.687999999999995,6.639875833826536
19,0,69.2,27.03,155,1.17,907.0,0,5.0,1,201,0.7711442786069652,181.35,5.85,80.964,31.6251,6.811244378601294
31,0,66.6,23.88,137,1.02,699.0,0,5.0,1,189,0.7248677248677249,139.74,5.1,67.932,24.357599999999998,6.551080335043404
57,1,83.4,30.63,166,1.57,1290.0,0,5.0,1,163,1.01840490797546,260.62,7.8500000000000005,130.93800000000002,48.0891,7.1631723908466425
57,0,43.8,14.3,160,1.39,1001.0,0,5.0,1,163,0.9815950920245399,222.39999999999998,6.949999999999999,60.88199999999999,19.877,6.90975328164481
56,0,64.2,22.48,137,1.99,1227.0,0,5.0,1,164,0.8353658536585366,272.63,9.95,127.75800000000001,44.7352,7.113142108707088
23,0,44.1,16.8,122,0.58,354.0,0,5.0,1,197,0.6192893401015228,70.75999999999999,2.9,25.578,9.744,5.872117789475416
23,1,87.3,23.93,129,1.87,1327.0,0,5.0,1,197,0.6548223350253807,241.23000000000002,9.350000000000001,163.251,44.7491,7.191429330036379
20,1,55.0,21.48,168,1.12,1035.0,0,5.0,1,200,0.84,188.16000000000003,5.6000000000000005,61.60000000000001,24.057600000000004,6.943122422819428
24,1,87.1,28.77,158,1.57,1364.0,0,5.0,1,196,0.8061224489795918,248.06,7.8500000000000005,136.74699999999999,45.1689,7.21890970761906
25,1,66.6,25.69,166,1.38,1260.0,0,5.0,1,195,0.8512820512820513,229.07999999999998,6.8999999999999995,91.90799999999999,35.4522,7.13966033596492
59,0,60.4,19.5,120,1.72,929.0,0,5.0,1,161,0.7453416149068323,206.4,8.6,103.88799999999999,33.54,6.835184586147301
32,1,126.4,37.74,146,1.1,883.0,0,5.0,1,188,0.776595744680851,160.60000000000002,5.5,139.04000000000002,41.514,6.784457062637643
46,1,88.7,33.38,146,0.75,542.0,0,5.0,1,174,0.8390804597701149,109.5,3.75,66.525,25.035000000000004,6.297109319933935
45,1,96.30111546,29.42627467,170,0.6166666666666667,286.9598505,1,5.0,0,175,0.9714285714285714,104.83333333333334,3.0833333333333335,59.38568786700001,18.14620271316667,5.662821062431639
25,1,61.1046681,21.28634599,142,0.7166666666666667,343.4530361,1,5.0,0,195,0.7282051282051282,101.76666666666667,3.5833333333333335,43.791678805,15.255214626166667,5.841957756342063
20,1,71.76672384,27.8995916,148,0.3333333333333333,261.2234649,1,4.0,1,200,0.74,49.33333333333333,1.3333333333333333,23.922241279999998,9.299863866666666,5.569197059697631
33,1,82.98445557,33.72955245,170,0.65,127.1838584,1,10.0,2,187,0.9090909090909091,110.5,6.5,53.939896120499995,21.9242090925,4.853465627042921
29,0,85.64317443,23.28611341,118,0.5666666666666667,416.3183735,1,3.0,1,191,0.6178010471204188,66.86666666666666,1.7,48.531132176999996,13.195464265666665,6.033849416103436
60,0,80.59659152,34.71933604,169,0.6833333333333333,479.7226901,1,10.0,0,160,1.05625,115.48333333333333,6.833333333333334,55.07433753866667,23.724879627333333,6.175290575991044
18,1,61.81538551,34.59464132,103,0.8833333333333333,457.6313614,1,10.0,1,202,0.5099009900990099,90.98333333333333,8.833333333333332,54.603590533833334,30.558599832666665,6.128246753170692
42,1,62.80648911,22.05010343,104,0.4166666666666667,272.9569819,1,2.0,1,178,0.5842696629213483,43.333333333333336,0.8333333333333334,26.1693704625,9.187543095833334,5.61297109369726
49,1,54.53768847,30.94884687,161,0.6166666666666667,195.0322726,1,1.0,2,171,0.9415204678362573,99.28333333333333,0.6166666666666667,33.6315745565,19.085122236500002,5.2782793017986345
41,1,97.43683277,31.22404465,103,0.9166666666666666,259.5311447,1,10.0,1,179,0.5754189944134078,94.41666666666666,9.166666666666666,89.31709670583332,28.622040929166666,5.562722411436642
41,1,54.14440184,34.01756731,151,0.8666666666666667,248.5361176,1,3.0,1,179,0.8435754189944135,130.86666666666667,2.6,46.925148261333334,29.481891668666666,5.519603664634707
35,0,97.36896072,34.56511678,158,0.4666666666666667,376.5526493,1,6.0,2,185,0.8540540540540541,73.73333333333333,2.8,45.438848336,16.130387830666667,5.933710027308645
54,0,84.42865874,34.52263692,173,0.8,311.1060239,1,4.0,0,166,1.0421686746987953,138.4,3.2,67.542926992,27.618109536,5.743342950275986
41,1,60.02686967,28.9313826,121,0.7166666666666667,497.549588,1,1.0,2,179,0.6759776536312849,86.71666666666667,0.7166666666666667,43.01925659683334,20.73415753,6.2117030588779105
19,1,61.25935824,26.34012389,174,0.9833333333333333,451.8532602,1,4.0,1,201,0.8656716417910447,171.1,3.933333333333333,60.23836893599999,25.901121825166666,6.115568144088407
54,1,86.46496723,28.9570926,105,0.7,325.056217,1,9.0,2,166,0.6325301204819277,73.5,6.3,60.525477061,20.26996482,5.7870698112850905
38,0,88.31452671,33.67888188,119,0.7666666666666667,216.8663933,1,7.0,0,182,0.6538461538461539,91.23333333333333,5.366666666666667,67.707803811,25.820476108,5.3838820001339345
42,1,84.14403879,23.89336292,126,0.43333333333333335,377.1229305,1,9.0,2,178,0.7078651685393258,54.6,3.9000000000000004,36.462416809,10.353790598666668,5.935219355712277
40,0,70.75616296,33.2386129,129,0.38333333333333336,457.6203214,1,2.0,2,180,0.7166666666666667,49.45,0.7666666666666667,27.123195801333335,12.741468278333334,6.128222681260643
49,1,84.43614261,20.44761953,149,0.9833333333333333,103.3354905,1,8.0,0,171,0.8713450292397661,146.51666666666665,7.866666666666666,83.0288735665,20.106825871166667,4.647611577377154
38,1,80.99303296,24.8895933,114,0.9166666666666666,335.1512709,1,7.0,2,182,0.6263736263736264,104.5,6.416666666666666,74.24361354666665,22.815460525,5.817561269660539
29,1,52.29681481,20.54155838,135,0.6166666666666667,131.4575318,1,2.0,2,191,0.7068062827225131,83.25,1.2333333333333334,32.24970246616667,12.667294334333334,4.886262079333476
54,0,69.65255976,30.59981568,117,0.43333333333333335,187.2145211,1,3.0,0,166,0.7048192771084337,50.7,1.3,30.182775896000003,13.259920128,5.237582381985608
30,1,54.69985051,33.35999724,145,0.43333333333333335,129.0192376,1,9.0,2,190,0.7631578947368421,62.833333333333336,3.9000000000000004,23.703268554333334,14.455998804,4.867682421045856
45,0,59.86013459,18.74376699,135,0.6,293.464795,1,7.0,2,175,0.7714285714285715,81.0,4.2,35.916080754,11.246260194,5.68515945435005
24,1,72.0983609,31.57504828,159,0.95,344.1352887,1,2.0,1,196,0.8112244897959183,151.04999999999998,1.9,68.493442855,29.996295866,5.84393648132353
56,1,81.68863135,20.0330802,133,0.65,297.6813903,1,1.0,2,164,0.8109756097560976,86.45,0.65,53.0976103775,13.02150213,5.699377420971184
54,1,98.57062426,18.94809579,118,0.55,126.4961165,1,6.0,1,166,0.7108433734939759,64.9,3.3000000000000003,54.21384334300001,10.4214526845,4.848085905311072
21,1,78.70795184,21.339318,164,0.35,279.7251573,1,10.0,0,199,0.8241206030150754,57.4,3.5,27.547783144,7.468761299999999,5.637376102793293
55,0,49.31561328,29.23556137,155,0.8,214.2193561,1,1.0,2,165,0.9393939393939394,124.0,0.8,39.452490624000006,23.388449096000002,5.371657768945449
47,1,86.24767046,22.17566114,154,0.43333333333333335,115.3368677,1,7.0,2,173,0.8901734104046243,66.73333333333333,3.033333333333333,37.37399053266667,9.609453160666666,4.756490014448171
24,1,86.45526301,24.37234879,168,0.6166666666666667,444.6904555,1,2.0,1,196,0.8571428571428571,103.60000000000001,1.2333333333333334,53.31407885616667,15.029615087166668,6.09962466509454
57,0,90.68068215,30.42326681,111,0.7833333333333333,261.0427782,1,8.0,0,163,0.6809815950920245,86.95,6.266666666666667,71.03320101749999,23.831559001166667,5.56850776600561
30,0,77.83226162,24.94641272,170,0.5166666666666667,343.2067297,1,4.0,2,190,0.8947368421052632,87.83333333333334,2.066666666666667,40.21333517033334,12.888979905333334,5.841242435300426
52,0,78.03340967,26.27883251,121,0.8166666666666667,483.4970362,1,9.0,2,168,0.7202380952380952,98.81666666666666,7.35,63.72728456383333,21.461046549833334,6.183111314077848
20,1,95.66982226,24.83308985,103,0.7166666666666667,364.4688538,1,7.0,2,200,0.515,73.81666666666666,5.016666666666667,68.56337261966667,17.797047725833334,5.901181060237324
37,1,54.53063568,34.36954017,155,0.85,353.2051257,1,10.0,0,183,0.8469945355191257,131.75,8.5,46.351040328,29.2141091445,5.869876196446737
47,0,96.08917838,28.17738168,106,0.4166666666666667,182.3335938,1,5.0,2,173,0.6127167630057804,44.16666666666667,2.0833333333333335,40.037157658333335,11.7405757,5.21130741028467
28,0,79.82720402,21.77174362,157,0.5166666666666667,316.0366931,1,1.0,2,192,0.8177083333333334,81.11666666666667,0.5166666666666667,41.24405541033334,11.248734203666666,5.7590175182827394
57,0,99.0966335,32.25019059,150,0.45,280.5911131,1,4.0,1,163,0.9202453987730062,67.5,1.8,44.593485075,14.5125857655,5.640456065192154
41,0,100.8967673,27.39231586,162,0.8833333333333333,240.9247871,1,5.0,1,179,0.9050279329608939,143.1,4.416666666666666,89.12547778166666,24.196545676333333,5.488626880741818
19,1,85.40862776,22.21856755,153,1.0,455.6056505,1,1.0,1,201,0.7611940298507462,153.0,1.0,85.40862776,22.21856755,6.123820109183381
32,0,51.17641475,19.43018046,168,0.6166666666666667,119.4725546,1,9.0,0,188,0.8936170212765957,103.60000000000001,5.550000000000001,31.558789095833333,11.981944617,4.791421964333256
55,1,58.06911618,31.76605422,159,0.6,121.0886855,1,7.0,1,165,0.9636363636363636,95.39999999999999,4.2,34.841469708,19.059632532,4.804747710975248
39,0,70.58058256,30.65263465,177,0.9833333333333333,207.9759501,1,2.0,2,181,0.9779005524861878,174.04999999999998,1.9666666666666666,69.40423951733332,30.14175740583333,5.342219174051736
32,0,76.65819193,23.04409145,126,0.4666666666666667,355.6478253,1,2.0,0,188,0.6702127659574468,58.800000000000004,0.9333333333333333,35.773822900666666,10.753909343333333,5.8767488111308035
58,1,75.47957349,26.22608119,151,0.6,176.4886037,1,7.0,0,162,0.9320987654320988,90.6,4.2,45.287744094000004,15.735648713999998,5.178906402347231
40,1,66.54716531,20.05025199,158,0.8666666666666667,453.4353571,1,6.0,1,180,0.8777777777777778,136.93333333333334,5.2,57.67420993533333,17.376885058,6.119055674899227
48,0,82.55090155,25.8040189,174,0.5666666666666667,120.0669036,1,2.0,2,172,1.0116279069767442,98.6,1.1333333333333333,46.778844211666666,14.622277376666666,4.796343315105572
36,1,88.76687023,29.99401277,137,0.9,379.3709879,1,2.0,1,184,0.7445652173913043,123.3,1.8,79.89018320699999,26.994611493,5.941147060412575
35,1,77.79195722,20.10679707,129,0.35,244.9790358,1,7.0,0,185,0.6972972972972973,45.15,2.4499999999999997,27.227185026999997,7.037378974499999,5.505246311975701
28,1,56.59718028,24.51337316,124,0.65,447.7851241,1,3.0,0,192,0.6458333333333334,80.60000000000001,1.9500000000000002,36.788167182,15.933692554,6.106544207714406
37,1,70.505351,19.00649414,146,0.5333333333333333,117.819875,1,3.0,0,183,0.7978142076502732,77.86666666666666,1.6,37.60285386666667,10.136796874666667,4.777608690915596
25,0,81.53358944,33.61687435,136,0.8333333333333334,217.7570965,1,7.0,1,195,0.6974358974358974,113.33333333333334,5.833333333333334,67.94465786666667,28.014061958333336,5.3879619658543785
51,1,81.76218279,34.29477546,146,0.8666666666666667,371.1216261,1,3.0,2,169,0.863905325443787,126.53333333333333,2.6,70.860558418,29.722138731999998,5.919220752717748
28,0,72.56739655,21.1134036,108,0.3333333333333333,441.770923,1,1.0,0,192,0.5625,36.0,0.3333333333333333,24.18913218333333,7.0378012000000005,6.093052532463366
27,0,90.70424116,29.92696454,103,0.8833333333333333,277.7292176,1,5.0,2,193,0.533678756476684,90.98333333333333,4.416666666666666,80.12207969133333,26.435485343666667,5.630240764299847
52,1,92.2778923,20.23433582,136,0.6333333333333333,168.6552217,1,8.0,1,168,0.8095238095238095,86.13333333333333,5.066666666666666,58.442665123333335,12.815079352666665,5.133768270007968
49,0,75.98180486,22.83994622,112,0.43333333333333335,126.6017619,1,1.0,2,171,0.6549707602339181,48.53333333333333,0.43333333333333335,32.92544877266667,9.897310028666668,4.848914178809091
48,1,62.78632646,34.1017927,101,0.35,283.2182582,1,8.0,1,172,0.5872093023255814,35.349999999999994,2.8,21.975214260999998,11.935627444999998,5.64974245779366
40,1,61.49848031,18.55321683,119,0.8,301.4196335,1,6.0,0,180,0.6611111111111111,95.2,4.800000000000001,49.198784248,14.842573464,5.711815567793041
47,0,79.84324315,19.24402432,164,0.35,318.4410057,1,4.0,1,173,0.9479768786127167,57.4,1.4,27.9451351025,6.735408512,5.766572611072074
40,0,83.15299584,28.19329989,156,0.4166666666666667,141.0364555,1,10.0,1,180,0.8666666666666667,65.0,4.166666666666667,34.6470816,11.7472082875,4.956083753525282
26,1,67.53030977,34.31000845,174,0.65,170.5211824,1,2.0,1,194,0.8969072164948454,113.10000000000001,1.3,43.8947013505,22.3015054925,5.144706771515392
60,0,83.80386672,26.38069687,121,0.5833333333333334,151.3656289,1,7.0,1,160,0.75625,70.58333333333334,4.083333333333334,48.885588920000004,15.388739840833335,5.026283085664114
20,1,78.45646952,31.07880384,151,0.5,365.6369757,1,4.0,1,200,0.755,75.5,2.0,39.22823476,15.53940192,5.904372191476034
52,1,78.62363525,21.65583392,172,0.8666666666666667,127.9066818,1,2.0,1,168,1.0238095238095237,149.06666666666666,1.7333333333333334,68.14048388333335,18.768389397333333,4.859088745684657
50,1,74.92635505,21.91606524,147,0.38333333333333336,111.4136934,1,4.0,0,170,0.8647058823529412,56.35,1.5333333333333334,28.721769435833334,8.401158342,4.722185757441371
36,1,81.75920467,22.45509707,118,0.6666666666666666,455.756085,1,1.0,1,184,0.6413043478260869,78.66666666666666,0.6666666666666666,54.506136446666666,14.970064713333333,6.1241495175558
40,0,62.46149413,23.8444923,171,0.6833333333333333,324.9529154,1,10.0,2,180,0.95,116.85000000000001,6.833333333333334,42.68202098883334,16.293736405,5.786752939647161
51,1,53.78396297,28.62831618,139,0.43333333333333335,224.7566667,1,7.0,0,169,0.8224852071005917,60.233333333333334,3.033333333333333,23.306383953666668,12.405603678,5.419457723201031
19,0,76.38530131,25.38978365,107,0.5666666666666667,251.9707701,1,2.0,2,201,0.5323383084577115,60.63333333333333,1.1333333333333333,43.28500407566667,14.387544068333332,5.533273948851464
32,0,95.95126884,27.447053,127,0.8166666666666667,346.4365542,1,8.0,2,188,0.675531914893617,103.71666666666667,6.533333333333333,78.360202886,22.415093283333334,5.850582070493757
58,1,52.15090762,24.9464804,153,0.5,233.3392462,1,6.0,1,162,0.9444444444444444,76.5,3.0,26.07545381,12.4732402,5.456769835541143
25,1,100.4104576,19.62559444,166,0.8833333333333333,222.7406397,1,4.0,2,195,0.8512820512820513,146.63333333333333,3.533333333333333,88.69590421333334,17.335941755333334,5.410487522536893
60,1,77.33768093,29.80454185,128,0.45,254.9823965,1,2.0,2,160,0.8,57.6,0.9,34.801956418500005,13.4120438325,5.545108678443357
42,0,81.78720798,27.81412391,118,0.5666666666666667,387.9547256,1,4.0,0,178,0.6629213483146067,66.86666666666666,2.2666666666666666,46.346084522,15.761336882333332,5.963462950212606
59,0,95.12661104,32.99199182,176,0.85,129.4225026,1,9.0,2,161,1.093167701863354,149.6,7.6499999999999995,80.857619384,28.043193047000003,4.870779200555682
52,0,96.4680018,32.3516948,125,0.6,211.9936538,1,3.0,1,168,0.7440476190476191,75.0,1.7999999999999998,57.88080108,19.41101688,5.361262370899367
43,0,96.17884077,19.14769677,146,0.4666666666666667,187.1540026,1,2.0,0,177,0.8248587570621468,68.13333333333334,0.9333333333333333,44.883459026,8.935591826,5.237260790265203
52,1,61.23949091,32.27281532,145,0.7333333333333333,362.8855991,1,9.0,0,168,0.8630952380952381,106.33333333333333,6.6,44.90896000066667,23.666731234666663,5.896839530051045
27,1,72.72992098,26.67828159,110,0.7,145.4125641,1,10.0,0,193,0.5699481865284974,77.0,7.0,50.910944686,18.674797113,4.986428418200046
56,0,102.2311965,22.06029777,103,0.7666666666666667,305.3738804,1,2.0,0,164,0.6280487804878049,78.96666666666667,1.5333333333333334,78.37725065000001,16.912894957,5.724806187496434
33,0,62.93349247,31.64764776,143,0.75,472.5085347,1,10.0,1,187,0.7647058823529411,107.25,7.5,47.200119352499996,23.735735820000002,6.160169937173299
57,1,64.29150459,18.85074319,176,0.4,364.7305563,1,1.0,1,163,1.0797546012269938,70.4,0.4,25.716601836000002,7.540297276,5.9018968773114615
25,0,88.75571394,21.63796084,156,0.9166666666666666,218.439501,1,2.0,0,195,0.8,143.0,1.8333333333333333,81.35940444500001,19.83479743666667,5.391076572656656
55,1,61.68558378,34.0370336,110,0.7666666666666667,120.509324,1,7.0,1,165,0.6666666666666666,84.33333333333334,5.366666666666667,47.292280898,26.095059093333337,4.799991000576924
18,0,57.37963507,28.68479934,121,0.7,194.3341766,1,4.0,2,202,0.599009900990099,84.69999999999999,2.8,40.165744548999996,20.079359538,5.274711817964431
40,1,55.08886643,20.96051879,152,0.85,169.705561,1,6.0,2,180,0.8444444444444444,129.2,5.1,46.8255364655,17.816440971499997,5.139940206891314
43,0,82.52777519,27.19984173,108,0.8666666666666667,178.0728415,1,7.0,0,177,0.6101694915254238,93.60000000000001,6.066666666666666,71.52407183133333,23.573196166,5.187792658819046
28,1,65.07531403,24.3270678,137,0.5333333333333333,299.8187299,1,8.0,2,192,0.7135416666666666,73.06666666666666,4.266666666666667,34.70683414933333,12.974436159999998,5.706507857091966
57,1,50.02107892,33.30809063,139,0.6666666666666666,443.5856836,1,5.0,0,163,0.852760736196319,92.66666666666666,3.333333333333333,33.34738594666666,22.205393753333333,6.0971428003818655
36,0,83.79618992,24.6627078,180,0.36666666666666664,271.0956442,1,3.0,1,184,0.9782608695652174,66.0,1.0999999999999999,30.725269637333334,9.04299286,5.606153637575807
35,1,68.8660001,22.10955455,109,0.6,413.8854243,1,5.0,2,185,0.5891891891891892,65.39999999999999,3.0,41.31960005999999,13.265732729999998,6.02800239608784
35,1,59.19067336,23.4711098,166,0.45,176.433223,1,8.0,1,185,0.8972972972972973,74.7,3.6,26.635803012,10.56199941,5.178594329680614
40,0,71.09468662,28.76920033,115,0.9333333333333333,147.1726527,1,6.0,0,180,0.6388888888888888,107.33333333333333,5.6,66.35504084533333,26.851253641333333,4.99837816614468
34,0,87.5055916,21.47705405,154,0.38333333333333336,408.4146909,1,7.0,2,186,0.8279569892473119,59.03333333333334,2.6833333333333336,33.543810113333336,8.232870719166668,6.014728556559926
57,0,98.55154754,30.60448801,107,0.8666666666666667,168.0208161,1,5.0,1,163,0.656441717791411,92.73333333333333,4.333333333333334,85.41134120133334,26.523889608666668,5.130021879527352
41,1,86.43440433,32.0156202,163,0.7666666666666667,267.576432,1,7.0,1,179,0.9106145251396648,124.96666666666667,5.366666666666667,66.26637665300001,24.545308820000002,5.593135536382383
37,1,75.32676972,34.25747047,115,0.6333333333333333,366.0372045,1,10.0,1,183,0.6284153005464481,72.83333333333333,6.333333333333333,47.706954156,21.696397964333332,5.905463217575908
42,1,78.86926562,30.16709554,128,0.95,309.7996685,1,1.0,2,178,0.7191011235955056,121.6,0.95,74.92580233899999,28.658740762999997,5.739148551890607
27,1,50.5837702,21.55475318,166,0.8333333333333334,377.2902571,1,8.0,2,193,0.8601036269430051,138.33333333333334,6.666666666666667,42.15314183333333,17.962294316666668,5.93566177687963
53,0,56.99475918,25.57786558,152,0.3333333333333333,306.2712633,1,3.0,0,167,0.9101796407185628,50.666666666666664,1.0,18.99825306,8.525955193333333,5.72773095125906
56,0,67.57261021,33.17709401,106,0.5,234.0254065,1,1.0,0,164,0.6463414634146342,53.0,0.5,33.786305105,16.588547005,5.459693621066353
38,1,60.79754678,24.52088084,108,0.7666666666666667,329.4466802,1,9.0,1,182,0.5934065934065934,82.80000000000001,6.9,46.611452531333335,18.799341977333334,5.800445315565498
22,1,55.71856453,32.70903152,176,0.85,442.5630513,1,7.0,2,198,0.8888888888888888,149.6,5.95,47.3607798505,27.802676792000003,6.094839959175792
28,1,80.84973657,27.61331775,151,0.4666666666666667,399.4897422,1,7.0,0,192,0.7864583333333334,70.46666666666667,3.2666666666666666,37.729877066,12.886214950000001,5.992688153696014
54,1,95.80545927,21.38166209,127,0.85,483.969752,1,4.0,1,166,0.7650602409638554,107.95,3.4,81.4346403795,18.1744127765,6.184086521982271
42,0,79.63577637,27.29355873,125,0.9666666666666667,420.1160418,1,5.0,2,178,0.702247191011236,120.83333333333333,4.833333333333333,76.981250491,26.383773439000002,6.0429084294316
18,1,59.09725982,34.1207098,123,0.65,209.8023499,1,8.0,1,202,0.6089108910891089,79.95,5.2,38.413218883,22.17846137,5.350920964138281
